Geneid	L10_WT1	L10_WT2	L10_WT3	L10_WT4	L1_WT1	L1_WT2	L1_WT4	p13_WT1	p13_WT2	p13_WT3	p13_WT4	p6_WT1	p6_WT2	p6_WT4
ENSMUSG00000069270	0	1	0	0	0	2	0	3	1	6	3	0	4	2
ENSMUSG00000104997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018102	93	138	177	93	265	341	370	360	372	352	376	64	214	226
ENSMUSG00000036211	0	0	0	0	0	0	2	0	3	5	1	0	1	1
ENSMUSG00000060678	114	69	91	44	71	248	203	51	118	142	73	22	169	216
ENSMUSG00000006611	48	23	65	33	128	138	158	478	446	485	593	56	162	175
ENSMUSG00000083206	0	0	0	0	0	0	1	0	0	2	1	0	0	0
ENSMUSG00000036181	198	273	326	122	425	702	697	552	742	840	526	123	471	529
ENSMUSG00000069310	1	1	1	1	16	48	18	14	24	35	16	5	57	65
ENSMUSG00000080999	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000106595	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075031	5	16	19	16	119	263	156	369	434	741	710	31	226	281
ENSMUSG00000061615	0	2	2	0	1	15	5	18	26	24	21	1	16	25
ENSMUSG00000106203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069267	1	2	5	2	21	60	29	42	45	98	60	2	72	121
ENSMUSG00000075029	0	0	0	0	1	0	0	1	3	0	1	0	0	1
ENSMUSG00000069266	2	5	6	3	8	29	11	2	13	15	10	3	13	20
ENSMUSG00000060093	4	1	2	3	8	46	18	23	22	33	24	6	70	76
ENSMUSG00000069265	4	1	4	5	12	36	13	20	20	30	18	2	27	31
ENSMUSG00000049539	11	22	24	14	207	350	139	814	1018	1285	1032	50	228	374
ENSMUSG00000064140	0	0	0	0	2	0	1	1	1	1	3	0	0	1
ENSMUSG00000087173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036110	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000036083	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000021335	0	0	0	0	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000021336	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000082558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060081	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021338	98	153	190	72	492	474	566	1944	1680	1950	2008	586	651	775
ENSMUSG00000081707	0	3	2	0	1	2	4	29	13	16	18	4	4	4
ENSMUSG00000083409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089580	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000081909	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000016756	13	18	38	27	209	171	270	614	605	881	797	63	238	235
ENSMUSG00000084788	0	0	0	0	0	0	0	1	0	1	2	0	0	0
ENSMUSG00000086344	0	0	0	0	0	0	0	0	2	1	2	0	0	0
ENSMUSG00000083165	0	0	1	0	0	2	4	1	1	6	4	0	2	3
ENSMUSG00000089413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036006	33	24	76	22	217	253	329	1229	1302	1427	1755	152	297	244
ENSMUSG00000085603	3	1	5	1	5	8	22	62	38	60	70	1	7	7
ENSMUSG00000097838	5	2	8	2	16	22	28	134	106	119	205	14	18	24
ENSMUSG00000085861	0	1	4	0	3	4	1	13	10	5	13	1	1	5
ENSMUSG00000006715	23	12	32	11	111	122	51	320	382	451	514	45	60	116
ENSMUSG00000019132	649	859	1176	619	3165	2901	3315	5897	5962	7263	8483	1191	1919	1985
ENSMUSG00000064811	1	3	3	1	14	12	13	32	33	33	46	3	7	10
ENSMUSG00000006717	126	115	196	124	257	173	281	338	498	382	517	54	87	109
ENSMUSG00000035958	76	56	88	43	280	276	273	748	619	753	1113	136	198	220
ENSMUSG00000006711	0	0	1	0	2	2	4	7	4	2	3	0	0	0
ENSMUSG00000086796	0	0	6	1	3	5	11	21	30	20	36	14	8	14
ENSMUSG00000035936	46	36	44	21	213	175	154	530	540	574	759	104	159	143
ENSMUSG00000086448	7	12	9	3	12	19	28	85	64	60	82	22	20	24
ENSMUSG00000021340	71	94	159	65	349	308	255	419	397	420	454	104	146	174
ENSMUSG00000021339	140	177	257	129	648	505	448	543	564	556	754	152	177	191
ENSMUSG00000035910	0	0	0	0	0	0	1	3	4	2	2	1	6	2
ENSMUSG00000082667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048978	0	0	1	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000083919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080840	0	0	1	0	1	0	1	1	0	0	0	0	0	1
ENSMUSG00000082161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060198	0	0	0	1	0	1	0	0	3	5	3	1	0	4
ENSMUSG00000045835	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062737	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069259	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000089749	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019756	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000021347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046899	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000083946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060738	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000022886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062551	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061330	1	2	4	4	11	6	6	17	9	18	11	3	13	15
ENSMUSG00000085936	7	8	35	12	101	85	226	956	928	675	996	187	334	188
ENSMUSG00000086785	0	0	1	0	1	1	10	70	42	40	31	4	7	9
ENSMUSG00000099158	0	2	0	0	2	3	4	28	19	16	22	3	3	5
ENSMUSG00000092093	0	0	0	0	7	2	7	53	38	25	29	6	9	10
ENSMUSG00000082861	0	1	2	0	7	6	13	119	90	72	56	26	25	19
ENSMUSG00000097461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076431	25	36	25	17	152	159	351	507	663	660	680	265	518	317
ENSMUSG00000086363	1	1	3	0	9	10	10	25	15	17	13	7	2	8
ENSMUSG00000082730	1	0	0	0	0	0	1	1	1	1	0	0	0	0
ENSMUSG00000006191	101	109	213	92	564	408	464	1037	983	1011	1486	295	255	307
ENSMUSG00000086423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016477	37	59	83	33	277	304	220	711	754	754	1050	148	194	219
ENSMUSG00000086893	0	5	6	1	18	14	14	116	95	68	77	21	20	23
ENSMUSG00000085188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038732	5	14	9	7	120	133	214	501	628	525	556	118	292	150
ENSMUSG00000084669	0	0	0	0	0	1	2	13	14	9	14	4	4	3
ENSMUSG00000082648	0	0	0	0	0	1	2	9	10	5	14	2	2	4
ENSMUSG00000049115	22	15	37	12	209	223	115	1089	1577	1073	1491	614	954	423
ENSMUSG00000083882	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000038462	564	455	684	387	1533	1465	1026	1749	2370	1915	2581	178	565	451
ENSMUSG00000086263	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000069255	81	59	109	59	240	181	212	303	360	339	423	54	120	108
ENSMUSG00000081905	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000021356	45	20	78	24	206	93	138	541	751	467	729	60	141	208
ENSMUSG00000021357	113	120	203	95	514	465	572	1258	1238	1295	1764	296	414	390
ENSMUSG00000076430	1	3	1	1	10	7	11	24	7	18	15	8	3	11
ENSMUSG00000056257	1	0	1	0	0	0	3	11	6	7	4	2	0	4
ENSMUSG00000082014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087140	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000087662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086852	0	0	0	0	0	0	0	2	0	1	0	1	1	0
ENSMUSG00000085620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090863	0	0	0	0	0	4	3	9	10	12	16	2	0	0
ENSMUSG00000038415	0	1	2	0	5	8	26	45	38	58	76	7	7	8
ENSMUSG00000087220	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000038408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038402	0	0	2	0	0	2	2	0	2	2	1	0	1	1
ENSMUSG00000098266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065843	0	0	0	0	0	0	1	2	3	4	4	1	0	2
ENSMUSG00000086144	0	0	0	0	4	0	5	6	3	7	2	4	2	4
ENSMUSG00000050295	26	28	44	14	201	243	415	521	506	606	861	101	106	175
ENSMUSG00000038372	171	169	195	103	1273	1241	688	534	534	547	654	117	117	192
ENSMUSG00000083149	1	0	2	1	31	24	24	47	30	19	29	9	2	8
ENSMUSG00000085770	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000044951	0	0	4	0	2	0	1	12	1326	175	293	33	71	395
ENSMUSG00000098788	0	0	0	0	0	0	0	0	1	0	0	0	0	2
ENSMUSG00000021400	83	72	116	40	215	264	317	471	500	635	634	110	181	200
ENSMUSG00000042874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044734	7	1	17	11	41	35	50	119	239	195	215	7	47	41
ENSMUSG00000081433	0	0	0	0	0	0	0	1	2	0	2	0	0	0
ENSMUSG00000079049	0	0	0	0	0	0	0	0	5	0	0	1	0	0
ENSMUSG00000074973	0	0	0	0	0	1	0	0	0	0	1	1	0	0
ENSMUSG00000042842	20	16	15	5	66	85	57	151	186	287	323	16	56	55
ENSMUSG00000045827	61	48	63	51	311	239	287	526	540	682	869	76	163	210
ENSMUSG00000021403	0	0	0	1	2	1	2	2	6	5	1	0	3	2
ENSMUSG00000051029	0	1	0	0	1	0	0	3	7	12	15	0	0	0
ENSMUSG00000083653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082893	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000021404	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000054266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047889	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000082986	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097202	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000097931	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069248	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000052180	0	0	0	0	1	1	2	4	5	4	10	0	2	3
ENSMUSG00000060147	148	80	175	116	720	574	884	1819	3716	2343	2533	225	575	701
ENSMUSG00000085457	2	3	3	2	17	6	13	51	66	49	68	8	16	27
ENSMUSG00000046949	78	60	76	54	289	196	197	572	654	645	761	82	136	169
ENSMUSG00000021408	238	335	394	210	732	613	794	950	924	1111	1243	210	281	310
ENSMUSG00000090628	5	6	16	3	38	33	40	102	39	52	87	10	16	21
ENSMUSG00000091462	2	3	7	3	6	11	13	22	15	15	20	4	6	9
ENSMUSG00000038286	53	51	77	48	205	191	199	443	474	533	546	60	130	167
ENSMUSG00000058672	19	34	36	36	1144	1210	956	415	570	632	601	84	172	199
ENSMUSG00000045136	3	2	1	2	35	37	278	129	288	187	189	14	72	30
ENSMUSG00000071451	9	10	16	12	70	51	70	95	101	118	155	18	22	48
ENSMUSG00000038267	237	485	660	265	587	514	429	1405	1495	1559	1480	265	326	515
ENSMUSG00000088573	0	3	10	2	13	5	4	62	38	25	43	8	6	6
ENSMUSG00000021411	22	25	33	12	132	174	167	199	261	236	279	49	143	72
ENSMUSG00000086786	0	0	0	0	0	0	1	0	2	2	2	1	6	1
ENSMUSG00000038246	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000021413	339	417	609	258	1896	1740	1802	3835	3409	3615	6035	1227	1097	1243
ENSMUSG00000021414	5	2	4	2	4	4	5	29	25	20	34	9	5	10
ENSMUSG00000021415	0	1	1	1	0	0	1	10	5	2	4	1	4	1
ENSMUSG00000098209	0	0	0	0	0	0	0	2	1	0	1	0	0	0
ENSMUSG00000021416	21	12	22	20	45	31	15	115	124	87	152	22	23	26
ENSMUSG00000085962	3	5	10	1	25	8	32	114	63	71	97	26	26	13
ENSMUSG00000021417	236	127	218	132	568	469	1039	1660	1781	1869	2365	248	487	329
ENSMUSG00000102099	0	0	0	0	1	0	2	6	6	1	6	0	0	0
ENSMUSG00000077601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059288	79	76	126	54	244	254	294	457	497	547	666	86	163	168
ENSMUSG00000065178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021418	33	31	45	17	87	105	104	228	197	200	292	36	75	84
ENSMUSG00000050423	0	2	0	0	2	0	0	0	2	0	1	0	0	0
ENSMUSG00000046573	32	28	38	33	93	80	102	216	208	218	365	50	45	63
ENSMUSG00000021420	122	120	179	105	367	279	316	506	537	565	593	154	227	207
ENSMUSG00000077282	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000039114	3	1	3	1	8	9	6	46	63	25	39	10	23	8
ENSMUSG00000039109	156	66	192	108	878	651	714	2290	2252	3301	3127	243	588	844
ENSMUSG00000021423	17	21	37	16	100	54	91	149	175	289	287	13	55	70
ENSMUSG00000100760	0	0	0	0	1	0	1	5	3	2	5	0	1	0
ENSMUSG00000100932	0	0	0	0	1	0	1	0	0	2	0	1	2	1
ENSMUSG00000099847	1	0	0	0	0	0	0	1	2	0	0	0	0	1
ENSMUSG00000100022	1	3	4	2	8	5	9	5	3	6	11	1	3	1
ENSMUSG00000102924	0	1	0	0	1	0	0	2	0	1	0	0	1	0
ENSMUSG00000039087	515	654	1206	567	2428	2278	1861	2686	2353	2469	2490	689	835	1106
ENSMUSG00000021427	1108	1085	1327	882	7543	6963	4146	4759	5236	6047	7173	834	1389	1476
ENSMUSG00000044566	10	11	24	13	32	29	58	113	66	87	94	33	26	31
ENSMUSG00000021428	50	90	130	77	410	371	367	656	676	711	983	170	220	252
ENSMUSG00000098481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103789	0	1	0	0	0	0	0	1	2	1	1	0	4	1
ENSMUSG00000054889	136	185	213	144	1424	1299	1598	1988	2842	2493	2456	317	2161	753
ENSMUSG00000021431	55	49	82	24	202	207	221	512	430	453	767	145	162	172
ENSMUSG00000039004	17	17	29	8	29	23	25	50	67	53	63	19	45	17
ENSMUSG00000038991	1011	894	1146	704	2735	2784	2168	2451	3163	3847	3526	516	1144	1364
ENSMUSG00000038982	53	55	76	43	153	140	180	337	345	383	424	53	102	120
ENSMUSG00000001707	329	317	547	339	757	555	421	360	464	432	646	63	89	131
ENSMUSG00000087909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021432	100	112	247	110	351	267	306	507	445	438	649	114	119	136
ENSMUSG00000097151	12	25	63	14	116	84	126	339	203	194	258	57	44	77
ENSMUSG00000096932	0	0	3	2	9	2	8	18	16	21	19	6	4	9
ENSMUSG00000103605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047094	0	3	1	1	0	1	1	6	12	12	26	6	4	6
ENSMUSG00000055732	0	0	0	0	0	0	0	1	0	2	1	0	0	0
ENSMUSG00000021359	50	51	79	38	155	148	280	434	449	401	498	180	111	146
ENSMUSG00000097752	4	2	9	3	18	15	28	83	71	67	81	19	12	31
ENSMUSG00000104458	0	1	2	0	6	0	1	2	2	4	6	2	0	0
ENSMUSG00000090475	0	0	0	0	0	0	0	1	2	4	2	1	0	0
ENSMUSG00000021360	59	50	86	44	260	183	289	377	428	423	529	140	172	182
ENSMUSG00000093269	0	0	0	0	1	0	0	2	0	1	2	3	0	0
ENSMUSG00000086693	0	1	4	3	15	9	11	41	31	20	29	8	8	9
ENSMUSG00000038683	119	137	179	105	533	487	531	900	995	953	1317	156	249	290
ENSMUSG00000021361	348	317	441	286	1136	998	831	933	1126	1134	1199	133	316	386
ENSMUSG00000021363	0	2	3	0	8	7	11	12	10	11	12	5	2	4
ENSMUSG00000021362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038651	0	0	0	0	1	0	1	11	6	8	10	5	8	0
ENSMUSG00000021364	0	0	0	0	0	1	0	2	4	3	3	0	0	0
ENSMUSG00000091264	74	76	118	62	357	341	330	692	917	940	1201	71	189	192
ENSMUSG00000090853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021365	219	132	231	131	826	796	1139	913	857	1198	1197	385	330	573
ENSMUSG00000097373	1	0	1	0	0	0	9	5	4	6	12	0	0	6
ENSMUSG00000092835	0	0	0	0	0	0	0	1	0	0	2	0	0	0
ENSMUSG00000087370	130	178	259	91	532	470	478	1106	1186	1019	1401	185	314	357
ENSMUSG00000054258	0	0	0	0	0	0	1	1	0	1	2	0	0	3
ENSMUSG00000058022	8	1	4	4	23	2	13	72	158	33	103	19	48	15
ENSMUSG00000085759	0	0	0	0	0	0	0	2	2	0	0	0	0	0
ENSMUSG00000099672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103479	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100071	0	0	0	0	2	1	0	7	15	9	15	0	2	2
ENSMUSG00000021366	405	438	779	297	1389	1143	1171	2145	2118	2308	2442	478	792	721
ENSMUSG00000021367	8	10	16	7	56	47	61	415	506	436	600	52	59	78
ENSMUSG00000095255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054728	197	369	464	253	566	415	224	244	216	321	361	36	72	76
ENSMUSG00000089710	0	0	0	0	0	0	1	1	0	1	0	0	0	0
ENSMUSG00000085276	0	1	0	1	3	0	4	3	5	4	7	4	4	4
ENSMUSG00000090135	0	0	0	1	0	0	2	2	0	4	2	0	1	1
ENSMUSG00000088527	0	0	0	0	0	0	1	0	0	2	0	0	2	0
ENSMUSG00000087202	0	0	1	0	2	0	3	13	4	6	9	2	2	1
ENSMUSG00000021368	38	28	47	29	114	119	97	160	205	212	188	37	54	60
ENSMUSG00000051335	65	50	90	22	212	211	182	261	246	261	308	128	127	141
ENSMUSG00000054021	33	38	52	29	121	128	147	173	186	212	259	61	78	100
ENSMUSG00000063200	123	94	159	91	487	433	363	911	1020	1093	1428	113	210	245
ENSMUSG00000038546	265	313	545	251	772	672	687	1530	1530	1520	2058	299	433	503
ENSMUSG00000065315	0	1	3	1	8	7	5	25	11	9	20	1	5	2
ENSMUSG00000021371	231	220	308	174	766	645	507	1265	1207	1116	1432	169	387	294
ENSMUSG00000044164	0	0	2	0	9	7	4	38	28	90	73	3	11	15
ENSMUSG00000015396	18	8	11	9	123	77	46	53	52	84	111	11	31	46
ENSMUSG00000089107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089815	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000098107	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000098124	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000098144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038518	259	298	402	217	870	778	861	2933	2297	3103	3494	1267	840	1005
ENSMUSG00000088189	0	1	0	2	9	7	4	43	29	23	24	4	2	8
ENSMUSG00000057531	74	61	88	31	202	156	251	529	621	588	663	132	249	242
ENSMUSG00000065656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078915	0	0	0	0	1	0	0	0	1	2	0	0	2	1
ENSMUSG00000047061	0	0	0	0	0	2	2	1	1	2	0	2	2	0
ENSMUSG00000098136	0	0	0	0	1	0	0	0	1	0	1	0	0	0
ENSMUSG00000088203	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000038175	186	142	302	147	565	448	633	842	854	1028	1128	313	259	413
ENSMUSG00000089211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000253	3	9	14	10	28	27	53	62	174	97	118	40	59	56
ENSMUSG00000046876	275	458	677	264	1333	1279	1277	2386	2282	2545	3244	587	816	798
ENSMUSG00000038152	2	4	4	3	8	7	20	14	24	23	21	7	10	8
ENSMUSG00000062282	0	0	0	0	0	0	0	1	0	0	1	1	0	1
ENSMUSG00000063529	3	1	2	0	3	5	3	3	2	8	9	0	1	5
ENSMUSG00000038132	5	3	16	3	25	41	38	73	341	140	237	29	62	42
ENSMUSG00000021373	4	6	9	3	31	33	47	121	572	227	354	55	108	70
ENSMUSG00000087913	0	0	0	0	0	0	0	2	0	0	1	0	0	0
ENSMUSG00000069237	931	1036	1422	806	1965	1645	1477	1658	1622	1742	2352	180	405	382
ENSMUSG00000021374	313	360	605	287	1636	1417	1461	3217	3252	3414	4611	485	839	999
ENSMUSG00000021375	313	403	584	253	1234	1142	1496	1972	2093	2176	2445	664	754	884
ENSMUSG00000064558	0	2	1	2	5	10	7	31	18	20	21	8	2	8
ENSMUSG00000084466	0	0	1	0	3	3	3	12	17	8	12	2	1	1
ENSMUSG00000089131	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000051606	1	0	2	0	3	1	4	1	1	3	5	2	0	0
ENSMUSG00000044231	13	15	39	9	29	35	28	48	65	79	87	11	30	16
ENSMUSG00000021376	28	23	28	17	63	38	48	108	119	93	167	20	44	27
ENSMUSG00000038080	187	215	344	147	573	496	575	733	720	850	926	167	227	271
ENSMUSG00000021377	282	166	271	178	943	832	783	2925	3039	3445	4669	385	669	826
ENSMUSG00000038068	283	193	281	120	340	292	519	419	493	624	726	120	120	224
ENSMUSG00000047324	0	0	0	0	0	0	0	17	9	12	22	0	2	1
ENSMUSG00000097622	0	0	2	0	5	3	0	4	12	10	7	0	11	12
ENSMUSG00000021379	17	9	16	9	66	84	103	990	1006	1401	1786	33	490	159
ENSMUSG00000097326	0	0	0	0	1	0	0	7	3	8	17	0	3	0
ENSMUSG00000050954	22	31	59	23	178	174	228	380	336	400	439	141	163	162
ENSMUSG00000053181	0	0	0	0	0	3	3	2	5	3	1	1	1	0
ENSMUSG00000097375	77	118	225	68	434	345	414	1042	788	870	1484	182	229	310
ENSMUSG00000065453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093232	1	0	0	0	0	0	0	4	1	2	0	0	0	0
ENSMUSG00000105621	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065421	3	0	8	2	4	10	10	8	13	10	18	7	11	8
ENSMUSG00000103373	28	54	107	33	174	165	185	513	413	388	606	96	125	156
ENSMUSG00000095214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038042	10	9	29	16	57	60	69	224	222	247	367	61	109	83
ENSMUSG00000021381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038025	275	330	488	173	800	847	1017	983	1079	1198	1191	421	563	615
