Geneid	L10_WT1	L10_WT2	L10_WT3	L10_WT4	p6_WT1	p6_WT2	p6_WT4
ENSMUSG00000076236	0	0	0	0	0	0	0
ENSMUSG00000077337	0	0	0	0	0	0	1
ENSMUSG00000001542	1550	1600	2435	1407	187	195	311
ENSMUSG00000077449	1	3	6	1	2	0	4
ENSMUSG00000021591	655	596	725	381	14	33	40
ENSMUSG00000021589	96	114	210	117	188	396	343
ENSMUSG00000070170	0	0	1	0	3	3	4
ENSMUSG00000081816	1	3	3	0	10	8	18
ENSMUSG00000061833	0	0	0	0	0	0	2
ENSMUSG00000077655	0	0	0	0	1	0	0
ENSMUSG00000021590	3	1	7	1	4	5	4
ENSMUSG00000043190	36	59	96	39	38	81	85
ENSMUSG00000045509	0	0	0	1	0	1	2
ENSMUSG00000021592	86	43	82	47	71	139	159
ENSMUSG00000033991	191	303	410	231	391	501	537
ENSMUSG00000092732	0	0	0	0	0	0	0
ENSMUSG00000021596	16	11	23	19	36	82	79
ENSMUSG00000096675	0	0	0	0	1	1	1
ENSMUSG00000096216	0	1	0	0	0	0	4
ENSMUSG00000090027	0	2	1	2	2	1	3
ENSMUSG00000090119	0	0	1	0	10	13	5
ENSMUSG00000021597	23	34	69	27	144	190	230
ENSMUSG00000071252	27	37	40	31	87	74	90
ENSMUSG00000088521	0	0	0	0	0	0	0
ENSMUSG00000064138	35	63	97	44	207	263	277
ENSMUSG00000093668	1	9	9	3	33	36	38
ENSMUSG00000069171	1	3	6	1	21	40	23
ENSMUSG00000087143	1	0	9	6	12	12	12
ENSMUSG00000098003	0	0	0	0	0	1	0
ENSMUSG00000088435	0	0	0	0	0	0	0
ENSMUSG00000101416	0	0	0	0	0	0	0
ENSMUSG00000102355	0	0	0	0	0	0	0
ENSMUSG00000096005	0	0	0	0	0	0	0
ENSMUSG00000100168	0	0	0	0	0	0	0
ENSMUSG00000084661	0	0	0	0	0	0	0
ENSMUSG00000074794	168	150	259	116	591	586	844
ENSMUSG00000089827	3	3	15	6	44	23	70
ENSMUSG00000097146	0	0	1	0	10	2	6
ENSMUSG00000097098	2	0	1	0	13	8	10
ENSMUSG00000043889	1	1	0	0	1	6	7
ENSMUSG00000092650	0	0	0	0	0	0	0
ENSMUSG00000069170	8	4	6	2	5	4	2
ENSMUSG00000035840	145	143	215	123	71	126	145
ENSMUSG00000035834	106	94	163	88	52	56	111
ENSMUSG00000051098	35	37	75	22	44	46	61
ENSMUSG00000097793	10	12	17	6	18	19	27
ENSMUSG00000021537	165	116	187	142	119	256	319
ENSMUSG00000088923	0	0	0	0	0	0	0
ENSMUSG00000106655	0	0	0	0	0	0	0
ENSMUSG00000005583	107	113	246	98	350	393	530
ENSMUSG00000050334	0	0	0	0	0	0	0
ENSMUSG00000097265	0	0	0	0	0	0	0
ENSMUSG00000102969	0	0	0	0	0	0	0
ENSMUSG00000065424	0	0	0	0	0	0	0
ENSMUSG00000100891	0	0	0	0	0	0	0
ENSMUSG00000098087	0	0	0	0	0	0	0
ENSMUSG00000092840	0	0	0	0	0	0	0
ENSMUSG00000097292	0	2	6	2	5	7	11
ENSMUSG00000035762	116	92	150	85	142	141	182
ENSMUSG00000098245	0	0	0	0	0	0	0
ENSMUSG00000098081	0	0	0	0	0	0	1
ENSMUSG00000096449	1	2	2	2	0	2	2
ENSMUSG00000021548	87	86	118	77	105	163	243
ENSMUSG00000021549	329	371	550	301	502	867	851
ENSMUSG00000103196	0	0	0	0	0	0	0
ENSMUSG00000017778	302	342	454	243	129	261	294
ENSMUSG00000064917	0	1	5	2	1	5	6
ENSMUSG00000098152	0	0	0	0	0	0	0
ENSMUSG00000095933	0	0	0	0	0	0	0
ENSMUSG00000076958	0	0	0	0	0	0	0
ENSMUSG00000098011	0	0	0	0	0	0	0
ENSMUSG00000098213	0	0	0	0	0	0	0
ENSMUSG00000057685	0	0	0	0	2	1	1
ENSMUSG00000034488	0	2	2	0	10	13	6
ENSMUSG00000021613	0	0	0	0	0	1	1
ENSMUSG00000094463	0	1	0	0	1	1	4
ENSMUSG00000021614	52	125	119	126	123	1869	710
ENSMUSG00000089972	0	0	0	0	2	4	2
ENSMUSG00000089940	4	11	27	10	78	86	120
ENSMUSG00000021615	23	14	28	20	68	78	91
ENSMUSG00000089070	0	2	0	1	1	0	2
ENSMUSG00000012422	249	327	489	283	227	409	512
ENSMUSG00000088308	1	1	3	1	2	4	3
ENSMUSG00000103228	0	0	0	0	0	0	0
ENSMUSG00000102756	0	0	0	0	0	0	1
ENSMUSG00000102793	0	1	3	1	0	0	0
ENSMUSG00000094277	0	0	0	0	0	0	0
ENSMUSG00000103069	0	0	0	0	0	0	0
ENSMUSG00000106360	0	0	0	0	0	0	0
ENSMUSG00000078958	0	0	0	0	0	1	0
ENSMUSG00000049517	914	898	1478	805	561	1104	1563
ENSMUSG00000021619	43	33	44	21	39	63	82
ENSMUSG00000091419	1	2	2	1	1	2	1
ENSMUSG00000097182	0	1	1	1	2	4	3
ENSMUSG00000099340	0	0	2	0	0	0	0
ENSMUSG00000003992	46	55	71	38	98	153	143
ENSMUSG00000074782	5	7	13	3	29	27	33
ENSMUSG00000077278	0	0	0	0	0	0	0
ENSMUSG00000021620	1	0	1	0	0	1	1
ENSMUSG00000084452	0	0	0	0	0	0	0
ENSMUSG00000099004	0	0	0	0	0	0	0
ENSMUSG00000021621	75	86	142	59	128	131	175
ENSMUSG00000021622	0	0	0	0	66	67	100
ENSMUSG00000082488	0	0	0	0	0	0	0
ENSMUSG00000021708	24	52	96	42	190	170	173
ENSMUSG00000014850	141	136	179	84	272	235	356
ENSMUSG00000100622	0	4	6	1	4	2	7
ENSMUSG00000107229	0	0	0	0	0	0	0
ENSMUSG00000021707	27	20	21	12	75	103	155
ENSMUSG00000090907	0	0	0	0	0	0	0
ENSMUSG00000045034	0	0	0	0	3	0	3
ENSMUSG00000034334	22	15	19	19	16	31	16
ENSMUSG00000021706	115	149	268	108	330	394	431
ENSMUSG00000046957	0	0	0	0	0	0	0
ENSMUSG00000021703	151	189	273	136	456	733	750
ENSMUSG00000021702	10	1	9	12	2	24	28
ENSMUSG00000021704	71	73	145	50	252	253	315
ENSMUSG00000047419	13	17	40	10	752	1015	1304
ENSMUSG00000042167	88	107	167	73	154	193	255
ENSMUSG00000098092	0	0	3	0	1	2	6
ENSMUSG00000007617	132	214	328	156	89	161	230
ENSMUSG00000021690	626	896	1340	669	560	586	790
ENSMUSG00000074768	0	0	0	0	0	0	0
ENSMUSG00000085834	0	0	0	0	0	0	0
ENSMUSG00000042118	0	0	0	0	0	0	0
ENSMUSG00000042102	0	1	0	0	0	0	0
ENSMUSG00000087334	0	0	0	0	0	0	0
ENSMUSG00000085202	0	0	0	0	0	0	0
ENSMUSG00000042082	60	98	121	44	79	152	149
ENSMUSG00000093480	0	0	1	0	0	1	1
ENSMUSG00000093106	0	0	0	0	0	0	0
ENSMUSG00000097582	0	0	0	0	0	0	0
ENSMUSG00000089486	0	0	0	0	0	0	0
ENSMUSG00000045312	82	106	123	71	261	680	673
ENSMUSG00000087319	0	2	6	1	29	50	59
ENSMUSG00000021687	365	339	527	308	231	391	349
ENSMUSG00000042857	9	3	13	6	16	15	16
ENSMUSG00000021686	278	349	534	223	474	578	712
ENSMUSG00000084423	1	1	3	0	3	1	4
ENSMUSG00000103438	0	0	1	0	0	0	0
ENSMUSG00000042043	338	259	445	254	122	201	269
ENSMUSG00000021685	0	0	0	0	0	0	0
ENSMUSG00000042015	95	85	128	64	164	196	239
ENSMUSG00000021684	9	19	21	14	26	34	50
ENSMUSG00000090033	0	1	1	0	1	0	2
ENSMUSG00000041995	18	27	31	18	39	65	69
ENSMUSG00000088108	2	2	4	1	9	8	6
ENSMUSG00000077380	0	1	1	0	3	9	7
ENSMUSG00000021681	131	139	230	101	254	364	401
ENSMUSG00000021680	0	0	0	0	0	0	0
ENSMUSG00000021679	1	0	3	1	0	0	0
ENSMUSG00000021678	32	62	68	30	14	171	51
ENSMUSG00000048376	56	44	76	39	42	191	196
ENSMUSG00000021676	250	336	492	240	341	381	522
ENSMUSG00000021675	2	4	6	2	16	16	19
ENSMUSG00000065866	0	0	0	0	0	0	0
ENSMUSG00000051111	9	1	9	5	144	57	76
ENSMUSG00000099115	1	0	0	0	4	1	0
ENSMUSG00000087839	0	0	0	0	0	0	0
ENSMUSG00000100475	0	0	0	0	1	1	1
ENSMUSG00000076343	0	0	0	0	0	0	0
ENSMUSG00000021671	57	43	81	33	120	128	170
ENSMUSG00000047117	7	8	6	4	12	21	22
ENSMUSG00000021668	38	66	101	47	147	176	184
ENSMUSG00000091109	0	1	1	0	0	5	7
ENSMUSG00000021669	334	333	504	289	514	670	681
ENSMUSG00000021670	85	134	245	115	146	348	339
ENSMUSG00000099053	0	0	0	0	0	0	0
ENSMUSG00000091387	2	1	3	2	16	174	72
ENSMUSG00000052075	0	0	0	0	0	0	0
ENSMUSG00000041817	6	8	9	7	9	40	30
ENSMUSG00000057762	0	0	0	0	0	1	1
ENSMUSG00000060739	230	142	216	146	147	249	295
ENSMUSG00000021666	157	203	297	135	335	379	480
ENSMUSG00000021665	70	78	109	70	73	198	362
ENSMUSG00000041773	25	31	64	23	82	219	180
ENSMUSG00000097932	0	0	0	0	0	0	0
ENSMUSG00000078952	0	0	1	0	1	0	2
ENSMUSG00000098238	0	0	0	0	2	2	3
ENSMUSG00000054944	0	0	0	0	0	1	0
ENSMUSG00000097346	0	0	0	0	0	0	0
ENSMUSG00000069117	0	0	0	0	0	0	0
ENSMUSG00000021662	70	72	146	39	325	318	399
ENSMUSG00000041747	91	120	165	78	180	234	283
ENSMUSG00000021661	54	61	74	26	74	80	119
ENSMUSG00000096330	0	0	0	0	1	1	2
ENSMUSG00000021660	422	376	495	344	399	740	989
ENSMUSG00000048603	10	5	11	1	9	12	4
ENSMUSG00000078302	0	0	0	0	0	1	0
ENSMUSG00000098113	2	0	1	0	0	1	1
ENSMUSG00000099446	0	0	0	0	0	0	0
ENSMUSG00000100416	0	0	0	0	0	0	0
ENSMUSG00000092116	1	0	1	1	2	2	3
ENSMUSG00000104430	0	0	0	0	0	0	0
ENSMUSG00000093116	0	0	0	0	0	0	0
ENSMUSG00000046082	0	0	0	0	0	0	0
ENSMUSG00000052485	0	0	0	0	0	1	0
ENSMUSG00000041685	240	264	472	253	672	642	812
ENSMUSG00000009470	553	711	1033	466	943	1742	1651
ENSMUSG00000062461	0	1	0	0	2	7	7
ENSMUSG00000045022	0	0	0	0	1	0	0
ENSMUSG00000089488	0	0	0	0	0	0	0
ENSMUSG00000100410	0	0	0	0	1	0	1
ENSMUSG00000097848	0	0	1	0	0	0	0
ENSMUSG00000050919	20	19	49	26	49	71	59
ENSMUSG00000021650	129	96	148	95	81	121	120
ENSMUSG00000041632	54	37	58	35	56	116	91
ENSMUSG00000097828	9	13	31	9	32	37	47
ENSMUSG00000052727	53	103	146	92	584	1873	881
ENSMUSG00000097027	0	0	2	1	8	8	15
ENSMUSG00000103545	0	0	0	0	0	0	0
ENSMUSG00000077673	0	0	0	0	0	0	0
ENSMUSG00000021647	0	0	0	0	0	0	0
ENSMUSG00000021646	229	184	290	163	194	335	294
ENSMUSG00000049658	330	370	620	265	814	960	1082
ENSMUSG00000097022	0	0	0	0	2	1	3
ENSMUSG00000021643	72	72	111	80	22	85	69
ENSMUSG00000021645	26	14	29	20	48	44	65
ENSMUSG00000078945	26	29	48	20	77	59	148
ENSMUSG00000071203	5	5	19	7	49	58	68
ENSMUSG00000078942	9	5	14	10	47	81	56
ENSMUSG00000082956	0	0	0	0	0	0	0
ENSMUSG00000021640	0	0	1	0	2	0	0
ENSMUSG00000051723	0	0	0	0	1	1	2
ENSMUSG00000021639	45	37	54	29	107	112	150
ENSMUSG00000021638	212	261	317	172	154	260	275
ENSMUSG00000021636	81	86	137	76	145	157	189
ENSMUSG00000065678	1	0	0	0	6	0	0
ENSMUSG00000021635	105	106	181	79	102	210	164
ENSMUSG00000078941	129	87	121	75	37	77	78
ENSMUSG00000052293	0	1	0	1	7	3	5
ENSMUSG00000048924	19	23	32	18	76	113	81
ENSMUSG00000069089	141	182	249	154	244	425	466
ENSMUSG00000061474	9	15	25	12	14	28	26
ENSMUSG00000045273	1	0	3	0	20	28	59
ENSMUSG00000085340	1	0	0	0	0	2	3
ENSMUSG00000041431	3	2	9	4	33	87	150
ENSMUSG00000021629	384	361	461	314	223	472	535
ENSMUSG00000100596	0	0	0	0	0	1	0
ENSMUSG00000104450	0	0	0	0	0	0	0
ENSMUSG00000096789	1	1	0	0	1	0	0
ENSMUSG00000098005	0	0	0	0	0	0	0
ENSMUSG00000096722	0	0	0	0	0	3	4
ENSMUSG00000100733	0	0	0	0	0	1	0
ENSMUSG00000103437	0	0	0	0	0	0	0
ENSMUSG00000099774	0	1	0	0	4	0	5
ENSMUSG00000041417	3619	3045	5587	2363	3875	3265	5418
ENSMUSG00000104214	47	74	191	52	123	97	179
ENSMUSG00000102635	15	25	73	20	30	30	62
ENSMUSG00000102542	0	0	0	0	0	0	0
ENSMUSG00000084733	0	0	0	0	0	0	0
ENSMUSG00000021624	4	9	16	9	32	32	88
ENSMUSG00000034751	351	627	1321	376	1751	1059	2146
ENSMUSG00000091906	1	3	3	3	11	6	26
ENSMUSG00000090329	4	9	11	4	18	11	29
ENSMUSG00000091577	1	3	5	1	13	18	23
ENSMUSG00000047643	0	0	0	0	0	1	1
ENSMUSG00000064455	0	0	0	0	0	0	0
ENSMUSG00000095940	1	0	0	1	0	1	1
ENSMUSG00000087860	0	0	0	0	0	0	0
ENSMUSG00000096642	0	0	0	0	0	0	0
ENSMUSG00000032621	290	352	675	281	737	613	742
ENSMUSG00000021709	2624	2956	4348	2321	1449	2245	2206
ENSMUSG00000021710	378	325	456	293	185	323	328
ENSMUSG00000042743	36	37	51	32	36	46	43
ENSMUSG00000021711	315	316	443	258	219	411	568
ENSMUSG00000021712	170	127	195	122	134	259	236
ENSMUSG00000021713	29	34	58	36	94	125	144
ENSMUSG00000021714	9	9	6	8	23	36	71
ENSMUSG00000046169	8	20	36	11	30	33	24
ENSMUSG00000021715	45	45	61	28	117	94	117
ENSMUSG00000084860	0	1	4	2	3	6	16
ENSMUSG00000021716	79	78	121	75	73	133	138
ENSMUSG00000042655	0	0	0	1	0	1	0
ENSMUSG00000071193	0	0	0	0	0	0	0
ENSMUSG00000021719	1	1	8	4	23	31	31
ENSMUSG00000021718	0	0	0	0	0	0	0
ENSMUSG00000021720	6	6	5	2	23	32	36
ENSMUSG00000077578	0	0	0	0	0	0	0
ENSMUSG00000021721	0	0	0	0	0	0	0
ENSMUSG00000059877	0	0	0	0	0	0	0
ENSMUSG00000064854	0	0	0	0	0	0	0
ENSMUSG00000101308	1	0	3	2	1	3	4
ENSMUSG00000042590	119	96	170	93	258	405	508
ENSMUSG00000100833	0	6	5	4	22	20	36
ENSMUSG00000021692	12	16	28	20	67	66	98
ENSMUSG00000021693	59	94	174	89	199	332	360
ENSMUSG00000077261	0	1	1	1	1	1	1
ENSMUSG00000071181	0	2	3	0	2	4	5
ENSMUSG00000049233	5	7	3	5	0	3	3
ENSMUSG00000102000	0	0	0	0	0	0	0
ENSMUSG00000032846	23	32	47	13	135	238	190
ENSMUSG00000093334	0	0	0	0	3	6	2
ENSMUSG00000071180	132	93	175	116	107	196	230
ENSMUSG00000068184	52	48	69	36	20	46	64
ENSMUSG00000021694	77	101	181	76	66	93	120
ENSMUSG00000021696	223	181	225	131	94	138	175
ENSMUSG00000090358	0	0	2	0	1	0	0
ENSMUSG00000021697	1	1	6	1	9	16	33
ENSMUSG00000021699	35	57	104	42	425	413	509
ENSMUSG00000098836	1	2	4	2	6	1	8
ENSMUSG00000099323	0	1	3	1	12	9	10
ENSMUSG00000059751	3	1	7	4	68	26	32
ENSMUSG00000076946	0	0	0	0	0	0	0
ENSMUSG00000106778	1	0	0	0	2	1	3
ENSMUSG00000084651	0	0	0	0	1	2	1
ENSMUSG00000021700	0	0	0	0	0	0	0
ENSMUSG00000045609	0	0	1	0	0	0	0
ENSMUSG00000046006	1	1	1	0	0	5	10
ENSMUSG00000021701	101	78	142	50	334	713	423
ENSMUSG00000055194	0	0	1	0	2	0	1
ENSMUSG00000081277	0	0	0	0	1	1	3
ENSMUSG00000082258	0	0	0	0	0	0	1
ENSMUSG00000086201	0	0	0	0	0	0	0
ENSMUSG00000032745	542	517	758	374	571	863	1014
ENSMUSG00000085634	0	0	0	0	0	0	0
ENSMUSG00000086870	0	0	0	0	0	0	0
ENSMUSG00000086649	0	0	0	0	0	0	0
ENSMUSG00000067122	0	0	0	0	0	1	0
ENSMUSG00000096842	243	304	526	248	76	149	258
ENSMUSG00000032727	129	119	202	93	236	388	368
ENSMUSG00000084217	0	0	0	0	0	0	1
ENSMUSG00000086480	0	0	0	0	0	0	0
ENSMUSG00000021754	548	667	1037	395	1264	1178	1645
ENSMUSG00000085204	1	4	3	2	5	1	4
ENSMUSG00000086861	2	6	2	2	0	0	1
ENSMUSG00000086057	0	0	0	0	0	0	2
ENSMUSG00000086111	2	2	7	1	7	5	15
ENSMUSG00000082433	0	1	2	0	1	0	4
ENSMUSG00000086402	0	0	0	0	0	0	0
ENSMUSG00000086092	0	0	0	0	0	0	0
ENSMUSG00000104438	0	0	0	0	0	0	0
ENSMUSG00000049985	0	0	1	0	4	2	4
ENSMUSG00000088991	0	0	1	0	0	0	0
ENSMUSG00000021756	1146	1586	2314	1062	2029	3058	3152
ENSMUSG00000050377	6	5	20	9	5	7	2
ENSMUSG00000021758	0	0	2	0	3	2	2
ENSMUSG00000047789	67	81	145	40	187	210	230
ENSMUSG00000021759	53	56	100	44	81	117	97
ENSMUSG00000016018	239	198	318	195	329	496	583
ENSMUSG00000098067	0	2	5	2	7	13	13
ENSMUSG00000042426	93	106	164	105	117	257	241
ENSMUSG00000042417	1	0	0	0	0	3	0
ENSMUSG00000074651	0	0	0	0	0	0	0
ENSMUSG00000078926	0	0	0	0	1	0	0
ENSMUSG00000076146	0	0	0	0	0	0	0
ENSMUSG00000078027	0	0	0	0	0	0	1
ENSMUSG00000065575	0	0	0	0	0	0	0
ENSMUSG00000074650	1	1	2	1	2	4	3
ENSMUSG00000021760	95	32	54	41	70	276	132
ENSMUSG00000023132	16	20	35	9	38	11	111
ENSMUSG00000051002	0	0	0	0	0	0	0
ENSMUSG00000042385	1	0	0	1	1	0	1
ENSMUSG00000042379	0	4	5	3	3	4	6
ENSMUSG00000021763	11	8	22	17	112	200	101
ENSMUSG00000088814	0	0	0	0	0	0	0
ENSMUSG00000042364	401	320	519	216	264	701	468
ENSMUSG00000051456	0	0	0	0	0	6	3
ENSMUSG00000042348	101	91	155	78	150	187	165
ENSMUSG00000104314	0	0	0	0	1	0	1
ENSMUSG00000021764	325	277	547	299	141	344	345
ENSMUSG00000021765	6	8	16	12	116	131	217
ENSMUSG00000093072	0	0	0	0	0	0	0
ENSMUSG00000051758	0	0	0	0	0	0	0
ENSMUSG00000015536	405	355	522	349	249	289	402
ENSMUSG00000015533	4	9	12	4	146	185	152
ENSMUSG00000042284	353	344	523	243	432	525	557
ENSMUSG00000042275	50	58	89	34	83	86	96
ENSMUSG00000096021	0	0	0	0	0	0	0
ENSMUSG00000061669	2	0	6	2	1	5	4
ENSMUSG00000042258	0	0	0	0	0	6	4
ENSMUSG00000102306	0	0	0	0	0	0	0
ENSMUSG00000089436	0	0	0	0	0	0	0
ENSMUSG00000021725	16	25	40	21	168	284	229
ENSMUSG00000091423	0	0	0	0	0	2	1
ENSMUSG00000021728	26	18	33	13	69	219	194
ENSMUSG00000094518	2	0	8	4	0	7	5
ENSMUSG00000021730	0	0	1	0	6	2	3
ENSMUSG00000079048	0	0	0	0	0	0	0
ENSMUSG00000088155	0	0	0	0	0	0	0
ENSMUSG00000021731	103	87	107	60	60	135	146
ENSMUSG00000097411	0	1	0	0	0	2	0
ENSMUSG00000100727	0	0	0	0	0	0	0
ENSMUSG00000021732	4	8	15	6	135	264	142
ENSMUSG00000086709	1	2	2	2	6	13	9
ENSMUSG00000105411	0	0	0	0	0	0	0
ENSMUSG00000025453	402	437	623	308	290	522	547
ENSMUSG00000025451	277	289	390	227	326	575	583
ENSMUSG00000062822	93	133	165	79	294	312	386
ENSMUSG00000025450	8	8	26	9	50	41	50
ENSMUSG00000074635	0	1	4	1	6	2	3
ENSMUSG00000074634	21	5	14	10	3	3	7
ENSMUSG00000094114	171	40	74	71	21	13	30
ENSMUSG00000074715	12525	6395	12499	7715	8	5	8
ENSMUSG00000099872	1	0	1	2	0	0	3
ENSMUSG00000093930	250	281	367	236	217	878	589
ENSMUSG00000095930	9	6	8	6	20	15	29
ENSMUSG00000094870	169	178	278	146	208	361	384
ENSMUSG00000096182	0	0	0	0	0	0	0
ENSMUSG00000094237	0	0	0	0	0	0	0
ENSMUSG00000095514	0	0	0	0	0	0	0
ENSMUSG00000103877	0	0	0	0	0	0	0
ENSMUSG00000104162	0	0	0	0	0	0	0
ENSMUSG00000096284	0	0	0	0	0	0	0
ENSMUSG00000096175	0	0	0	0	0	0	0
ENSMUSG00000101579	0	0	0	0	0	0	0
ENSMUSG00000078537	0	0	0	0	0	0	0
ENSMUSG00000095367	0	0	0	0	0	0	0
ENSMUSG00000095379	0	0	0	0	0	0	0
ENSMUSG00000095029	0	0	0	0	0	0	0
ENSMUSG00000095609	0	0	0	0	0	0	0
ENSMUSG00000093829	0	0	0	0	0	0	0
ENSMUSG00000095709	0	0	0	0	0	0	0
ENSMUSG00000096323	0	0	0	0	0	0	0
ENSMUSG00000095653	0	0	0	0	0	0	0
ENSMUSG00000094027	0	0	0	0	0	0	0
ENSMUSG00000063846	0	0	0	0	0	0	0
ENSMUSG00000095071	0	0	0	0	0	0	0
ENSMUSG00000078180	0	0	2	0	0	3	4
ENSMUSG00000094796	2	0	3	4	2	2	7
ENSMUSG00000095821	0	0	0	0	0	0	0
ENSMUSG00000090487	0	1	0	0	0	0	0
ENSMUSG00000079410	8	12	21	5	2	5	6
ENSMUSG00000079101	6	4	7	4	1	0	3
ENSMUSG00000091289	0	0	0	0	0	1	0
ENSMUSG00000071613	0	0	0	0	0	0	0
ENSMUSG00000090684	0	0	0	0	0	0	0
ENSMUSG00000091849	0	0	0	0	0	0	1
ENSMUSG00000079409	0	0	0	0	0	0	0
ENSMUSG00000095512	0	4	1	1	1	0	0
ENSMUSG00000096039	7	4	6	2	0	0	0
ENSMUSG00000096217	0	0	0	0	0	0	0
ENSMUSG00000079407	0	0	1	0	1	0	0
ENSMUSG00000096574	0	0	0	0	0	0	0
ENSMUSG00000090318	0	0	0	0	0	0	0
ENSMUSG00000095533	0	0	0	0	0	0	0
ENSMUSG00000096488	0	0	0	0	0	0	0
ENSMUSG00000095195	0	0	0	0	0	0	0
ENSMUSG00000097382	0	0	0	0	0	0	0
ENSMUSG00000072739	0	0	0	0	0	0	0
ENSMUSG00000090578	0	0	0	0	0	0	0
ENSMUSG00000096905	0	0	0	0	0	0	0
ENSMUSG00000094880	0	0	0	0	0	0	0
ENSMUSG00000091010	0	0	0	0	0	0	0
ENSMUSG00000095368	0	0	0	0	0	0	0
ENSMUSG00000079402	0	0	0	0	0	0	0
ENSMUSG00000093891	0	0	0	0	0	0	0
ENSMUSG00000090364	0	0	0	0	0	0	0
ENSMUSG00000096614	0	0	0	0	0	0	0
ENSMUSG00000096450	0	0	0	0	0	0	0
ENSMUSG00000095469	0	0	0	0	0	0	0
ENSMUSG00000096793	0	0	0	0	0	1	0
ENSMUSG00000097127	0	0	0	0	0	1	1
ENSMUSG00000096955	0	0	0	0	0	0	0
ENSMUSG00000093887	0	0	0	0	0	0	0
ENSMUSG00000097594	0	0	0	0	0	0	0
ENSMUSG00000096218	0	0	0	0	0	0	0
ENSMUSG00000096901	0	0	0	0	0	0	0
ENSMUSG00000091756	0	0	0	0	0	0	0
ENSMUSG00000091672	0	0	0	0	0	0	0
ENSMUSG00000095686	0	0	0	0	0	0	0
ENSMUSG00000096775	1	1	1	1	1	3	0
ENSMUSG00000091027	0	0	0	0	0	0	0
ENSMUSG00000091022	0	0	0	0	0	0	0
ENSMUSG00000091563	0	0	0	0	1	0	0
ENSMUSG00000090292	0	0	0	0	0	0	0
ENSMUSG00000090764	0	0	0	0	0	0	0
ENSMUSG00000079391	0	0	0	0	0	1	0
ENSMUSG00000094072	0	0	0	0	0	0	0
ENSMUSG00000091114	0	0	0	0	0	0	0
ENSMUSG00000091368	0	0	0	0	0	0	0
ENSMUSG00000079389	0	0	0	0	0	0	0
ENSMUSG00000079388	1	0	0	0	2	6	1
ENSMUSG00000092045	0	0	0	0	0	0	0
ENSMUSG00000095056	0	0	0	0	0	0	0
ENSMUSG00000091418	0	1	1	0	0	5	1
ENSMUSG00000079386	0	0	0	0	1	0	0
ENSMUSG00000079392	0	0	0	0	0	0	0
ENSMUSG00000091148	0	0	0	0	0	0	0
ENSMUSG00000090865	0	0	0	0	0	0	0
ENSMUSG00000091894	0	0	0	0	0	0	0
ENSMUSG00000097822	0	0	0	0	0	0	0
ENSMUSG00000090472	0	0	0	0	0	0	0
ENSMUSG00000090598	0	0	0	0	0	0	0
ENSMUSG00000097798	0	0	0	0	0	0	0
ENSMUSG00000094258	0	0	0	0	0	0	0
ENSMUSG00000090872	0	0	0	0	0	1	0
ENSMUSG00000090328	0	0	0	0	0	0	0
ENSMUSG00000091700	0	0	0	0	0	0	0
ENSMUSG00000094628	0	0	0	1	1	5	1
ENSMUSG00000091221	0	0	0	0	0	0	0
ENSMUSG00000090539	0	0	0	0	0	0	0
ENSMUSG00000090465	0	0	0	0	0	0	0
ENSMUSG00000091494	0	0	0	0	0	0	0
ENSMUSG00000094132	0	0	1	0	1	0	0
ENSMUSG00000097278	0	0	0	0	0	3	1
ENSMUSG00000091185	0	0	0	0	0	0	0
ENSMUSG00000095196	0	0	0	0	0	0	0
ENSMUSG00000093827	0	0	0	0	0	0	0
ENSMUSG00000090827	0	0	0	0	0	0	0
ENSMUSG00000079383	0	0	0	0	0	1	0
ENSMUSG00000096197	0	0	0	0	0	0	0
ENSMUSG00000095681	0	0	0	0	3	6	2
ENSMUSG00000090636	0	0	0	0	0	0	0
ENSMUSG00000079378	0	0	0	0	0	0	0
ENSMUSG00000097218	0	0	0	0	0	0	0
ENSMUSG00000095912	0	0	0	0	0	0	0
ENSMUSG00000091404	0	0	0	0	0	0	0
ENSMUSG00000079380	0	0	0	0	0	0	0
ENSMUSG00000090900	0	0	0	0	0	0	0
ENSMUSG00000094929	0	0	0	0	0	0	0
ENSMUSG00000091995	0	0	0	0	0	0	0
ENSMUSG00000096023	0	0	0	0	0	0	0
ENSMUSG00000091713	0	0	0	0	0	0	0
ENSMUSG00000096003	0	0	0	0	0	0	0
ENSMUSG00000106752	0	0	0	0	0	0	0
ENSMUSG00000094825	0	0	0	0	0	0	0
ENSMUSG00000095797	0	0	0	0	0	0	0
ENSMUSG00000094578	0	0	0	0	0	0	0
ENSMUSG00000095295	0	0	0	0	0	0	0
ENSMUSG00000097450	0	0	0	0	0	0	0
ENSMUSG00000097780	0	0	0	0	0	0	0
ENSMUSG00000097853	0	0	0	0	0	0	0
ENSMUSG00000096286	0	0	0	0	0	0	0
ENSMUSG00000097349	0	0	0	0	0	0	0
ENSMUSG00000096629	0	0	0	0	0	0	0
ENSMUSG00000091595	0	0	0	0	0	0	0
ENSMUSG00000090547	0	0	0	0	0	0	0
ENSMUSG00000096470	0	0	0	0	0	0	0
ENSMUSG00000094370	0	0	0	0	0	0	0
ENSMUSG00000107157	0	0	0	0	0	0	0
ENSMUSG00000097024	0	0	0	0	0	0	0
ENSMUSG00000090512	0	0	0	0	0	0	0
ENSMUSG00000090552	0	0	0	0	1	0	0
